gene_id,gene_name,n_alu_plus,n_alu_minus,te_median_alu_plus,te_median_alu_minus,diff
ENSG00000151148,UBE3B,2,7,0.83609,0.443775,0.392315
ENSG00000151176,PLBD2,1,2,0.828921,0.902711,-0.07379
ENSG00000151233,GXYLT1,1,1,1.42842,1.64718,-0.218751
ENSG00000151247,EIF4E,1,5,0.639125,0.621541,0.017584
ENSG00000151327,FAM177A1,4,3,1.62146,1.2731,0.348362
ENSG00000151366,NDUFC2,2,3,5.92038,2.76748,3.15291
ENSG00000151413,NUBPL,3,3,2.43534,3.27857,-0.843221
ENSG00000151422,FER,1,3,2.17185,2.95743,-0.785587
ENSG00000151466,SCLT1,1,6,1.5964,3.22151,-1.62511
ENSG00000151532,VTI1A,1,1,8.35453,2.09674,6.2578
ENSG00000151576,QTRT2,2,5,1.8686,2.74779,-0.87919
ENSG00000151657,KIN,1,1,17.191,9.19996,7.99104
ENSG00000151692,RNF144A,1,3,0.544116,0.949624,-0.405508
ENSG00000151729,SLC25A4,1,1,5.87831,1.55333,4.32498
ENSG00000151748,SAV1,1,3,0.483948,0.381431,0.102517
ENSG00000151779,NBAS,1,11,1.02439,0.996117,0.028277
ENSG00000151806,GUF1,1,1,3.65051,1.48751,2.163
ENSG00000151876,FBXO4,1,4,1.39943,2.09256,-0.69313
ENSG00000151881,TMEM267,1,3,1.86531,1.65327,0.212042
ENSG00000151893,CACUL1,1,1,0.854994,0.548228,0.306766
ENSG00000151923,TIAL1,1,5,4.01719,2.36511,1.65207
ENSG00000152061,RABGAP1L,4,13,1.03913,1.31722,-0.278089
ENSG00000152078,TLCD4,1,1,1.59576,1.11045,0.485311
ENSG00000152104,PTPN14,1,1,0.713484,0.589977,0.123507
ENSG00000152219,ARL14EP,1,1,12.2329,2.9962,9.23672
ENSG00000152234,ATP5F1A,3,11,2.37215,1.83601,0.536142
ENSG00000152240,HAUS1,2,6,0.652336,2.41255,-1.76021
ENSG00000152242,ARK2N,1,4,2.5894,1.29094,1.29846
ENSG00000152256,PDK1,1,7,2.08937,1.56939,0.519986
ENSG00000152270,PDE3B,1,1,0.568385,0.54415,0.024235
ENSG00000152291,TGOLN2,3,2,0.69804,1.17278,-0.474742
ENSG00000152348,ATG10,3,1,0.748739,0.552835,0.195904
ENSG00000152443,ZNF776,2,1,1.40175,0.57013,0.831621
ENSG00000152455,SUV39H2,3,5,1.37345,1.03664,0.336807
ENSG00000152464,RPP38,3,3,2.45794,2.07136,0.38658
ENSG00000152492,CCDC50,1,1,1.91473,1.9833,-0.06857
ENSG00000152495,CAMK4,1,3,2.57669,1.24953,1.32716
ENSG00000152556,PFKM,2,23,0.990241,1.76112,-0.770883
ENSG00000152620,NADK2,2,6,2.33765,1.88702,0.450627
ENSG00000152642,GPD1L,1,4,2.08498,2.1509,-0.065916
ENSG00000152683,SLC30A6,7,2,2.23535,1.52098,0.714369
ENSG00000152700,SAR1B,4,5,2.80558,2.6568,0.148784
ENSG00000152782,PANK1,1,2,0.792488,0.719596,0.0728915
ENSG00000152904,GGPS1,2,4,1.22736,0.790256,0.437102
ENSG00000152939,MARVELD2,6,2,0.593906,0.717579,-0.123673
ENSG00000152944,MED21,2,1,3.77466,0.695854,3.0788
ENSG00000153037,SRP19,3,5,3.60088,4.36162,-0.760745
ENSG00000153044,CENPH,2,1,2.53722,1.94676,0.590462
ENSG00000153048,CARHSP1,7,9,2.4207,1.47551,0.945185
ENSG00000153066,TXNDC11,1,2,0.937293,0.425416,0.511877
ENSG00000153187,HNRNPU,4,15,10.7799,6.44931,4.33056
ENSG00000153201,RANBP2,1,6,1.75657,1.93932,-0.182746
ENSG00000153310,CYRIB,1,21,3.46011,2.21541,1.2447
ENSG00000153391,INO80C,1,8,4.62104,1.63894,2.9821
ENSG00000153485,LYSET,1,1,1.49142,0.758359,0.733057
ENSG00000153487,ING1,1,4,1.91557,1.23291,0.682656
ENSG00000153721,CNKSR3,1,2,1.5361,0.737752,0.798351
ENSG00000153767,GTF2E1,1,3,1.65652,2.98227,-1.32575
ENSG00000153774,CFDP1,1,3,2.07197,11.7727,-9.70072
ENSG00000153786,ZDHHC7,1,4,0.314081,0.251091,0.06299
ENSG00000153814,JAZF1,1,5,2.7229,2.00118,0.721715
ENSG00000153827,TRIP12,2,11,0.74035,0.661665,0.078685
ENSG00000153898,MCOLN2,2,1,1.23773,1.68237,-0.444643
ENSG00000153914,SREK1,1,6,10.1848,9.28227,0.902559
ENSG00000153933,DGKE,1,3,0.887892,0.974691,-0.086799
ENSG00000153982,GDPD1,1,5,2.1723,2.39638,-0.224079
ENSG00000154059,IMPACT,2,4,1.57461,1.48472,0.089889
ENSG00000154122,ANKH,2,1,0.889788,0.483498,0.40629
ENSG00000154124,OTULIN,1,4,2.69939,1.28049,1.4189
ENSG00000154144,TBRG1,2,3,1.32316,1.13148,0.191671
ENSG00000154217,PITPNC1,1,3,1.16708,1.7217,-0.554612
ENSG00000154222,CC2D1B,2,2,0.876695,0.751989,0.124706
ENSG00000154370,TRIM11,2,3,1.1621,0.692826,0.469275
ENSG00000154380,ENAH,3,3,2.44019,1.02332,1.41687
ENSG00000154473,BUB3,1,3,5.58466,1.72345,3.86122
ENSG00000154548,SRSF12,1,2,3.92472,0.972911,2.95181
ENSG00000154582,ELOC,9,3,4.96325,2.31836,2.64489
ENSG00000154639,CXADR,1,2,0.864533,3.50853,-2.64399
ENSG00000154640,BTG3,1,2,4.27199,7.40908,-3.13708
ENSG00000154710,RABGEF1,2,4,0.632981,2.83848,-2.2055
ENSG00000154803,FLCN,1,3,0.940813,1.39814,-0.457327
ENSG00000154839,SKA1,2,3,1.19991,1.30586,-0.105954
ENSG00000154845,PPP4R1,1,10,0.593236,0.806647,-0.213411
ENSG00000154945,ANKRD40,1,1,0.560431,0.420914,0.139517
ENSG00000154957,ZNF18,2,5,0.859777,1.07055,-0.210777
ENSG00000155096,AZIN1,1,13,0.860225,0.845834,0.014391
ENSG00000155097,ATP6V1C1,2,2,2.90982,2.49899,0.410837
ENSG00000155111,CDK19,3,2,0.735013,0.685226,0.0497875
ENSG00000155189,AGPAT5,1,2,2.04869,0.995748,1.05295
ENSG00000155329,ZCCHC10,1,6,3.61449,1.67373,1.94077
ENSG00000155330,C16orf87,2,1,12.1741,2.20242,9.97166
ENSG00000155393,HEATR3,4,1,4.22351,3.69437,0.529134
ENSG00000155463,OXA1L,1,5,3.95482,2.32701,1.62781
ENSG00000155621,C9orf85,4,2,2.40911,1.88267,0.526436
ENSG00000155744,HYCC2,5,1,1.27715,1.12352,0.153622
ENSG00000155755,TMEM237,1,5,3.94593,1.61285,2.33309
ENSG00000155846,PPARGC1B,1,4,0.581151,0.442895,0.138255
ENSG00000155850,SLC26A2,1,2,1.45789,2.99888,-1.54099
ENSG00000155868,MED7,1,2,4.46174,4.03526,0.426485
ENSG00000155906,RMND1,11,2,2.86016,2.66867,0.191495
ENSG00000155957,TMBIM4,2,7,7.13709,1.88414,5.25295
ENSG00000155970,MICU3,1,1,1.20191,1.4415,-0.23959
ENSG00000155975,VPS37A,1,6,0.925772,1.2542,-0.328431
ENSG00000156017,CARNMT1,1,2,1.10129,1.26877,-0.167479
ENSG00000156026,MCU,2,5,1.7159,2.80031,-1.08441
ENSG00000156030,MIDEAS,3,2,0.472604,0.398612,0.073992
ENSG00000156050,FAM161B,2,1,1.33792,0.595823,0.742102
ENSG00000156110,ADK,4,8,3.18573,3.12268,0.063057
ENSG00000156136,DCK,1,4,4.89199,3.22798,1.664
ENSG00000156162,DPY19L4,1,6,0.949969,0.685889,0.26408
ENSG00000156256,USP16,1,3,2.22984,1.83166,0.398184
ENSG00000156374,PCGF6,1,2,1.17139,1.3565,-0.185116
ENSG00000156398,SFXN2,7,3,1.39112,1.22359,0.16752
ENSG00000156411,ATP5MJ,3,4,8.68037,5.75744,2.92293
ENSG00000156467,UQCRB,1,5,28.264,4.11541,24.1486
ENSG00000156469,MTERF3,1,3,1.82494,3.27858,-1.45364
ENSG00000156471,PTDSS1,1,2,2.18732,0.685409,1.50191
ENSG00000156482,RPL30,1,5,9.73364,4.25692,5.47671
ENSG00000156508,EEF1A1,5,9,0.061102,0.030607,0.030495
ENSG00000156531,PHF6,3,8,12.4501,4.12989,8.3202
ENSG00000156639,ZFAND3,1,3,1.53136,1.52341,0.007949
ENSG00000156642,NPTN,1,6,1.65636,1.29847,0.357893
ENSG00000156671,SAMD8,5,1,1.11851,1.11876,-0.000248
ENSG00000156675,RAB11FIP1,3,1,1.16068,0.903998,0.256686
ENSG00000156709,AIFM1,3,22,4.9457,2.86473,2.08097
ENSG00000156787,TBC1D31,1,11,1.10579,1.35442,-0.248632
ENSG00000156795,NTAQ1,2,7,1.27973,1.25375,0.0259815
ENSG00000156804,FBXO32,1,1,3.04626,2.8518,0.194463
ENSG00000156831,NSMCE2,1,9,2.90428,3.37312,-0.468844
ENSG00000156873,PHKG2,2,5,1.92672,1.20744,0.719275
ENSG00000156958,GALK2,1,6,2.20641,1.94139,0.265019
ENSG00000156970,BUB1B,1,3,2.73235,2.7629,-0.030544
ENSG00000156990,RPUSD3,3,5,2.01898,1.65398,0.365002
ENSG00000157036,EXOG,7,7,0.903742,1.10611,-0.202365
ENSG00000157077,ZFYVE9,1,2,0.505548,0.407273,0.098275
ENSG00000157107,FCHO2,1,3,2.88091,2.06099,0.81992
ENSG00000157168,NRG1,2,15,1.14877,1.20697,-0.058203
ENSG00000157184,CPT2,7,1,2.40815,2.66015,-0.251995
ENSG00000157214,STEAP2,3,1,1.97925,2.1345,-0.15525
ENSG00000157349,DDX19B,1,12,2.03227,0.708513,1.32375
ENSG00000157483,MYO1E,1,5,2.27834,1.14607,1.13228
ENSG00000157500,APPL1,2,2,2.22881,1.80755,0.421259
ENSG00000157510,AFAP1L1,1,1,1.14172,0.82742,0.314302
ENSG00000157538,VPS26C,1,3,1.82458,2.24786,-0.423285
ENSG00000157540,DYRK1A,4,13,0.888329,0.619822,0.268508
ENSG00000157625,TAB3,1,4,1.20049,0.479301,0.72119
ENSG00000157741,UBN2,2,1,1.06542,0.656255,0.409164
ENSG00000157764,BRAF,1,9,1.4573,1.29449,0.162808
ENSG00000157778,PSMG3,2,1,0.664148,0.454727,0.209421
ENSG00000157800,SLC37A3,1,16,1.695,1.04234,0.652663
ENSG00000157823,AP3S2,1,8,1.18284,2.17222,-0.989385
ENSG00000157837,SPPL3,1,5,1.07086,0.762698,0.308166
ENSG00000157851,DPYSL5,2,4,0.779537,0.717853,0.061685
ENSG00000157895,C12orf43,3,4,0.758025,1.25439,-0.496362
ENSG00000157927,RADIL,2,1,1.14158,0.337938,0.803637
ENSG00000158006,PAFAH2,2,2,1.03629,1.86991,-0.833619
ENSG00000158079,PTPDC1,1,3,0.620163,0.611053,0.00911
ENSG00000158092,NCK1,3,6,4.76484,2.83642,1.92842
ENSG00000158161,EYA3,3,2,1.15553,1.25065,-0.095115
ENSG00000158169,FANCC,3,7,2.20159,1.76432,0.437268
ENSG00000158186,MRAS,2,6,0.682733,0.676314,0.0064195
ENSG00000158234,FAIM,1,5,10.1987,8.29511,1.90362
ENSG00000158290,CUL4B,1,21,3.797,3.62716,0.169844
ENSG00000158402,CDC25C,1,7,1.79002,1.87779,-0.087772
ENSG00000158406,H4C8,1,2,9.57954,3.20324,6.37631
ENSG00000158467,AHCYL2,2,4,0.685483,1.17154,-0.486055
ENSG00000158669,GPAT4,1,3,1.86387,0.502081,1.36178
ENSG00000158711,ELK4,2,2,0.275185,0.205778,0.069407
ENSG00000158769,F11R,1,1,2.37136,2.56255,-0.19118
ENSG00000158793,NIT1,1,3,3.48769,3.36763,0.120062
ENSG00000158863,FHIP2B,1,2,1.06023,0.747385,0.312843
ENSG00000158864,NDUFS2,14,24,6.41191,5.95737,0.454542
ENSG00000158985,CDC42SE2,1,4,2.48401,2.07882,0.405188
ENSG00000159023,EPB41,11,11,2.19145,1.77402,0.41743
ENSG00000159063,ALG8,1,1,0.904616,1.08468,-0.18006
ENSG00000159079,CFAP298,1,6,15.5022,3.23488,12.2673
ENSG00000159110,IFNAR2,1,1,0.916259,1.48688,-0.570624
ENSG00000159111,MRPL10,3,2,1.46397,0.906762,0.557209
ENSG00000159128,IFNGR2,1,5,0.272464,0.29345,-0.020986
ENSG00000159131,GART,2,8,1.59344,2.15107,-0.557634
ENSG00000159164,SV2A,1,1,0.780432,0.540321,0.240111
ENSG00000159200,RCAN1,1,9,1.51923,1.24883,0.270405
ENSG00000159202,UBE2Z,1,5,1.81923,1.30263,0.5166
ENSG00000159210,SNF8,1,8,1.17099,1.17254,-0.00155
ENSG00000159256,MORC3,1,4,1.64287,1.78176,-0.138894
ENSG00000159267,HLCS,2,6,1.26705,1.19471,0.07234
ENSG00000159352,PSMD4,1,5,1.39322,1.47821,-0.084996
ENSG00000159445,THEM4,2,1,0.950427,0.909465,0.040962
ENSG00000159459,UBR1,3,6,0.589054,1.91818,-1.32913
ENSG00000159593,NAE1,1,13,3.75893,3.02251,0.736417
ENSG00000159658,EFCAB14,1,6,0.550964,0.393945,0.157019
ENSG00000159873,CCDC117,3,3,1.22628,1.05278,0.173502
ENSG00000159921,GNE,2,3,1.05344,1.06157,-0.008131
ENSG00000160049,DFFA,1,2,0.878609,0.897035,-0.0184265
ENSG00000160058,BSDC1,3,7,0.450817,0.44338,0.007437
ENSG00000160062,ZBTB8A,1,1,1.65983,1.49713,0.162698
ENSG00000160072,ATAD3B,1,1,1.60786,0.291804,1.31606
ENSG00000160075,SSU72,1,1,1.32272,1.09485,0.227869
ENSG00000160131,VMA21,1,1,1.01103,1.66576,-0.654725
ENSG00000160199,PKNOX1,2,1,2.64415,2.79681,-0.152664
ENSG00000160213,CSTB,2,1,11.5844,3.98459,7.59981
ENSG00000160214,RRP1,1,1,8.00268,1.19881,6.80387
ENSG00000160299,PCNT,1,9,0.673387,1.17024,-0.496852
ENSG00000160305,DIP2A,3,3,0.829235,0.730093,0.099142
ENSG00000160310,PRMT2,1,9,0.610821,0.648086,-0.037265
ENSG00000160326,SLC2A6,2,1,1.05637,0.823149,0.233223
ENSG00000160352,ZNF714,6,3,0.537268,1.40815,-0.87088
ENSG00000160392,C19orf47,4,5,0.431175,0.351167,0.0800085
ENSG00000160439,RDH13,4,5,2.94005,3.08452,-0.144476
ENSG00000160563,MED27,1,4,1.30665,0.434024,0.872625
ENSG00000160606,TLCD1,1,3,1.00724,0.982742,0.024497
ENSG00000160688,FLAD1,2,5,1.22192,0.908817,0.313102
ENSG00000160691,SHC1,2,8,0.529354,0.646899,-0.117544
ENSG00000160710,ADAR,8,12,1.42184,1.35833,0.0635155
ENSG00000160746,ANO10,1,11,1.17195,1.13024,0.041708
ENSG00000160752,FDPS,1,8,1.66661,2.62125,-0.954644
ENSG00000160783,PMF1,1,4,1.23936,1.06761,0.171747
ENSG00000160888,IER2,1,2,1.42741,1.4602,-0.0327895
ENSG00000160917,CPSF4,1,7,0.567937,0.971629,-0.403692
ENSG00000160932,LY6E,3,11,1.57385,1.26616,0.307689
ENSG00000160948,VPS28,1,8,2.81237,2.44571,0.366662
ENSG00000161010,MRNIP,1,7,0.959059,1.08092,-0.121859
ENSG00000161036,LRWD1,1,6,0.403328,1.36141,-0.958082
ENSG00000161057,PSMC2,1,8,7.83137,5.50368,2.32769
ENSG00000161091,MFSD12,2,7,0.610302,0.329937,0.280365
ENSG00000161202,DVL3,2,3,0.37023,0.745205,-0.374975
ENSG00000161217,PCYT1A,3,8,0.952455,1.77381,-0.821359
ENSG00000161267,BDH1,4,6,2.32901,1.65573,0.673283
ENSG00000161533,ACOX1,3,6,1.66071,1.60343,0.0572805
ENSG00000161542,PRPSAP1,2,4,2.61187,2.46109,0.150782
ENSG00000161558,TMEM143,2,5,0.906724,0.665826,0.240897
ENSG00000161618,ALDH16A1,1,4,1.52079,1.87737,-0.356583
ENSG00000161671,EMC10,2,5,2.092,0.85009,1.24191
ENSG00000161714,PLCD3,1,3,0.609908,0.261935,0.347973
ENSG00000161813,LARP4,3,14,1.36683,1.30722,0.059602
ENSG00000161888,SPC24,4,3,0.709064,0.502105,0.206959
ENSG00000161920,MED11,1,3,7.8824,5.38878,2.49361
ENSG00000161970,RPL26,1,8,0.233369,0.673655,-0.440286
ENSG00000162063,CCNF,2,1,1.34526,0.542004,0.803256
ENSG00000162065,TBC1D24,3,5,0.936193,0.794907,0.141286
ENSG00000162086,ZNF75A,1,2,1.66431,1.41075,0.253559
ENSG00000162129,CLPB,2,12,1.59492,2.06032,-0.465408
ENSG00000162139,NEU3,3,4,0.73281,1.11244,-0.379628
ENSG00000162174,ASRGL1,3,4,3.30164,2.21953,1.08211
ENSG00000162194,LBHD1,1,5,1.28516,0.833077,0.45208
ENSG00000162222,TTC9C,1,4,3.76055,2.01067,1.74988
ENSG00000162236,STX5,1,6,1.63726,1.69185,-0.0545895
ENSG00000162368,CMPK1,1,5,3.00292,1.34424,1.65868
ENSG00000162378,ZYG11B,1,1,1.15575,1.23818,-0.082435
ENSG00000162413,KLHL21,1,4,0.682157,0.691872,-0.009715
ENSG00000162419,GMEB1,1,2,0.966207,1.00533,-0.039126
ENSG00000162430,SELENON,2,2,0.24745,0.304029,-0.056578
ENSG00000162433,AK4,3,1,0.164867,0.201961,-0.037094
ENSG00000162441,LZIC,1,3,1.0491,1.6807,-0.631594
ENSG00000162493,PDPN,5,6,1.6122,1.45125,0.160949
ENSG00000162521,RBBP4,3,11,0.77187,0.976933,-0.205063
ENSG00000162585,FAAP20,2,6,0.455447,0.632613,-0.177166
ENSG00000162600,OMA1,2,5,2.14358,1.28276,0.86081
ENSG00000162604,TM2D1,4,3,0.570952,2.70796,-2.137
ENSG00000162636,EEIG2,1,1,0.99589,1.34229,-0.346399
ENSG00000162642,C1orf52,1,1,4.0751,1.96733,2.10777
ENSG00000162664,ZNF326,2,2,11.1732,5.34732,5.82589
ENSG00000162688,AGL,1,5,2.63132,3.88945,-1.25813
ENSG00000162695,SLC30A7,2,1,3.12647,3.07624,0.050228
ENSG00000162704,ARPC5,1,2,13.8305,4.82291,9.00759
ENSG00000162769,FLVCR1,1,1,1.12415,1.07643,0.04772
ENSG00000162813,BPNT1,4,5,2.84638,2.68097,0.165409
ENSG00000162819,BROX,4,1,3.50857,3.24485,0.263723
ENSG00000162836,ACP6,1,6,3.94311,1.0854,2.85771
ENSG00000162909,CAPN2,2,1,1.07775,1.18649,-0.108741
ENSG00000162928,PEX13,1,3,2.20669,1.19593,1.01076
ENSG00000162959,MEMO1,1,3,1.56021,0.80859,0.751616
ENSG00000162971,TYW5,2,1,3.60662,2.10205,1.50457
ENSG00000162980,ARL5A,2,2,0.670565,0.370993,0.299572
ENSG00000162999,DUSP19,1,1,1.77124,3.16759,-1.39635
ENSG00000163002,NUP35,1,6,2.42472,2.62654,-0.201816
ENSG00000163029,SMC6,3,5,3.55397,3.44109,0.112874
ENSG00000163069,SGCB,1,2,2.26609,0.6768,1.58929
ENSG00000163110,PDLIM5,7,7,2.97184,2.86094,0.110896
ENSG00000163138,PACRGL,5,16,1.17863,1.19392,-0.01529
ENSG00000163156,SCNM1,1,2,9.06028,2.43552,6.62476
ENSG00000163249,CCNYL1,3,2,0.495464,0.591058,-0.0955935
ENSG00000163293,NIPAL1,1,2,1.34141,0.949731,0.391677
ENSG00000163319,MRPS18C,1,4,7.97745,3.69626,4.28118
ENSG00000163322,ABRAXAS1,4,3,1.94969,1.6647,0.284987
ENSG00000163374,YY1AP1,2,15,0.43084,0.466106,-0.035266
ENSG00000163378,EOGT,3,2,1.3532,1.09024,0.262956
ENSG00000163382,NAXE,6,6,1.56477,1.31014,0.254629
ENSG00000163468,CCT3,2,9,1.21878,2.26241,-1.04363
ENSG00000163577,EIF5A2,1,3,2.0067,2.50311,-0.496409
ENSG00000163584,RPL22L1,1,4,9.27703,3.40637,5.87067
ENSG00000163590,PPM1L,1,3,1.48958,2.10638,-0.616794
ENSG00000163605,PPP4R2,1,5,1.80747,1.1124,0.695062
ENSG00000163607,GTPBP8,1,6,2.49873,2.16107,0.337654
ENSG00000163608,NEPRO,2,15,3.27973,0.850709,2.42902
ENSG00000163626,COX18,3,1,4.05134,0.905842,3.1455
ENSG00000163644,PPM1K,2,4,1.21282,3.11477,-1.90195
ENSG00000163655,GMPS,1,1,4.38549,1.62252,2.76297
ENSG00000163660,CCNL1,1,8,2.9143,1.61541,1.29889
ENSG00000163682,RPL9,1,6,0.996914,0.343854,0.65306
ENSG00000163683,SMIM14,1,3,4.64527,7.00251,-2.35723
ENSG00000163684,RPP14,2,1,3.4025,5.16524,-1.76273
ENSG00000163697,APBB2,2,14,0.87974,1.09373,-0.213986
ENSG00000163719,MTMR14,1,9,0.213801,0.686783,-0.472982
ENSG00000163743,RCHY1,1,7,1.80775,2.48618,-0.678431
ENSG00000163754,GYG1,1,6,2.33868,2.00085,0.337838
ENSG00000163781,TOPBP1,2,1,1.27856,0.85862,0.419938
ENSG00000163798,SLC4A1AP,6,3,2.44223,2.1833,0.258938
ENSG00000163812,ZDHHC3,1,5,0.811391,0.375803,0.435588
ENSG00000163832,ELP6,3,7,0.808402,1.08581,-0.277406
ENSG00000163840,DTX3L,1,1,1.39287,1.3554,0.037475
ENSG00000163848,ZNF148,1,8,1.67058,1.55146,0.119116
ENSG00000163866,SMIM12,2,4,5.33687,1.31995,4.01692
ENSG00000163867,ZMYM6,2,2,2.00699,1.22267,0.784318
ENSG00000163870,TPRA1,2,5,1.03623,0.498982,0.537246
ENSG00000163872,YEATS2,1,1,0.910997,0.571943,0.339054
ENSG00000163875,MEAF6,1,4,3.47545,1.57231,1.90313
ENSG00000163877,SNIP1,1,1,5.96319,2.37321,3.58998
ENSG00000163900,TMEM41A,2,1,1.05218,2.74227,-1.69009
ENSG00000163902,RPN1,1,2,1.36798,1.24152,0.126454
ENSG00000163904,SENP2,1,6,0.871698,0.758584,0.113113
ENSG00000163931,TKT,1,5,1.43497,2.40168,-0.966715
ENSG00000163932,PRKCD,3,9,1.33543,1.20857,0.126858
ENSG00000163933,RFT1,1,2,1.34072,0.684192,0.656532
ENSG00000163935,SFMBT1,1,3,0.755502,0.605327,0.150175
ENSG00000163946,TASOR,2,3,1.15977,1.02878,0.130996
ENSG00000163956,LRPAP1,1,2,11.3418,2.49682,8.845
ENSG00000163960,UBXN7,3,2,1.47599,1.51687,-0.040878
ENSG00000163961,RNF168,1,1,0.93528,0.519228,0.416052
ENSG00000163964,PIGX,1,7,0.643259,0.875113,-0.231854
ENSG00000163975,MELTF,1,3,0.581765,0.495908,0.085857
ENSG00000164008,C1orf50,1,2,4.6455,2.00061,2.64488
ENSG00000164039,BDH2,2,3,3.76054,3.61484,0.145695
ENSG00000164048,ZNF589,2,3,0.915534,0.73251,0.183024
ENSG00000164066,INTU,1,5,1.28541,1.02753,0.257887
ENSG00000164070,HSPA4L,1,3,3.32005,3.10722,0.212829
ENSG00000164074,ABHD18,3,3,1.73242,2.78694,-1.05451
ENSG00000164077,MON1A,3,2,0.734804,0.39354,0.341264
ENSG00000164080,RAD54L2,2,1,0.259736,0.3288,-0.0690645
ENSG00000164109,MAD2L1,1,2,7.55604,1.66128,5.89476
ENSG00000164118,CEP44,2,3,2.05092,1.03469,1.01624
ENSG00000164163,ABCE1,1,3,3.01274,1.99096,1.02177
ENSG00000164167,LSM6,1,4,3.79034,5.10568,-1.31534
ENSG00000164168,TMEM184C,1,2,1.18172,0.720056,0.461663
ENSG00000164180,TMEM161B,1,7,1.13248,1.75442,-0.62194
ENSG00000164181,ELOVL7,2,1,2.57044,1.87411,0.696334
ENSG00000164182,NDUFAF2,1,4,2.74409,6.79085,-4.04676
ENSG00000164211,STARD4,3,2,1.85663,5.53867,-3.68204
ENSG00000164251,F2RL1,1,1,1.7288,1.81051,-0.081702
ENSG00000164258,NDUFS4,1,4,0.848054,3.98534,-3.13729
ENSG00000164284,GRPEL2,2,1,2.52222,2.04127,0.48095
ENSG00000164291,ARSK,4,1,2.52356,1.66783,0.855727
ENSG00000164292,RHOBTB3,1,9,0.995878,0.963607,0.032271
ENSG00000164296,TIGD6,1,1,1.21253,1.09203,0.1205
ENSG00000164300,SERINC5,2,2,0.859262,1.33284,-0.473581
ENSG00000164323,CFAP97,1,3,2.528,1.38593,1.14207
ENSG00000164338,UTP15,2,4,3.04931,4.15105,-1.10174
ENSG00000164347,GFM2,1,5,1.52157,1.38026,0.141304
ENSG00000164405,UQCRQ,1,2,14.2746,4.98796,9.28668
ENSG00000164466,SFXN1,4,2,2.95835,3.2059,-0.247545
ENSG00000164494,PDSS2,1,2,1.71809,1.56854,0.149555
ENSG00000164535,DAGLB,1,4,1.48412,1.0883,0.39583
ENSG00000164542,MATCAP2,1,8,2.11229,1.5567,0.555589
ENSG00000164587,RPS14,2,4,3.16138,0.886243,2.27513
ENSG00000164609,SLU7,1,3,4.19404,2.78104,1.413
ENSG00000164615,CAMLG,4,1,4.47607,2.4599,2.01617
ENSG00000164649,CDCA7L,2,5,1.52047,1.39633,0.124145
ENSG00000164713,BRI3,1,2,1.69866,0.662076,1.03658
ENSG00000164751,PEX2,1,4,1.18831,0.716616,0.471696
ENSG00000164828,SUN1,3,15,1.77733,1.16511,0.612221
ENSG00000164904,ALDH7A1,10,12,2.69069,2.41315,0.277547
ENSG00000164916,FOXK1,1,1,0.526781,0.928211,-0.40143
ENSG00000164919,COX6C,1,9,6.97465,5.99902,0.975628
ENSG00000164924,YWHAZ,3,16,0.126851,0.11836,0.0084915
ENSG00000164941,INTS8,2,9,1.7376,1.32047,0.417133
ENSG00000164975,SNAPC3,1,5,1.55861,1.67289,-0.114277
ENSG00000165055,METTL2B,3,1,0.700197,0.797219,-0.097022
ENSG00000165060,FXN,3,2,2.40174,1.32928,1.07246
ENSG00000165102,HGSNAT,3,3,0.589068,0.560767,0.028301
ENSG00000165169,DYNLT3,1,2,3.66431,2.39608,1.26823
ENSG00000165175,MID1IP1,2,2,2.05337,1.28226,0.771105
ENSG00000165185,KIAA1958,2,1,0.891937,0.509567,0.38237
ENSG00000165195,PIGA,1,11,1.78576,1.54111,0.244646
ENSG00000165209,STRBP,2,6,3.67708,1.6185,2.05858
ENSG00000165219,GAPVD1,6,7,1.33277,1.2361,0.096665
ENSG00000165264,NDUFB6,1,2,12.1382,6.32003,5.81821
ENSG00000165275,TRMT10B,5,2,0.719637,1.02943,-0.309793
ENSG00000165280,VCP,3,21,1.95557,3.42497,-1.4694
ENSG00000165300,SLITRK5,1,1,1.14198,0.382546,0.759431
ENSG00000165304,MELK,2,9,1.3227,1.62597,-0.303271
ENSG00000165392,WRN,1,2,4.24961,2.34985,1.89976
ENSG00000165406,MARCHF8,1,3,0.36893,0.245733,0.123197
ENSG00000165410,CFL2,1,8,4.04767,3.25049,0.797175
ENSG00000165476,REEP3,1,1,2.6812,0.739406,1.9418
ENSG00000165490,DDIAS,6,2,1.45431,1.07662,0.37769
ENSG00000165494,PCF11,1,5,1.89652,1.24294,0.653573
ENSG00000165501,LRR1,1,3,2.48162,2.40209,0.079537
ENSG00000165516,KLHDC2,1,4,6.98937,2.26172,4.72765
ENSG00000165533,TTC8,1,8,2.25051,2.4759,-0.22539
ENSG00000165626,BEND7,1,1,1.64256,0.868317,0.77424
ENSG00000165632,TAF3,1,2,3.28448,1.54037,1.74411
ENSG00000165669,FAM204A,1,3,7.15094,2.20801,4.94293
ENSG00000165671,NSD1,2,12,0.4457,0.487306,-0.0416055
ENSG00000165678,GHITM,9,1,4.98728,3.21519,1.77209
ENSG00000165698,SPACA9,2,1,1.58277,1.43209,0.150685
ENSG00000165714,BORCS5,1,2,2.62528,1.73186,0.89342
ENSG00000165732,DDX21,1,6,2.88833,3.13337,-0.245041
